Reactions standart Gibbe energy,,,,,,
Reaction index,Reaction name,ec number,Formula,Sub-System,standart Gibbs energy (kJ/mol),standart deviation (kJ/mol)
2110,Ribose 5-phosphate transport via diffusion (extracellular to periplasm),unknown, (-1) r5p[e] <=>  (1) r5p[p],"Transport, Outer Membrane Porin",0,0
2111,riboflavin kinase,2.7.1.26, (-1) atp[c] +  (-1) ribflv[c] <=>  (1) adp[c] +  (1) fmn[c],Cofactor and Prosthetic Group Biosynthesis,0,1000000
2112,riboflavin synthase,2.5.1.9, (-1) 4r5au[c] +  (-1) db4p[c] <=>  (1) dmlz[c] +  (2) h2o[c] +  (1) pi[c],Cofactor and Prosthetic Group Biosynthesis,-45.01620532,11.29615315
2113,riboflavin synthase,2.5.1.9, (-2) dmlz[c] <=>  (1) 4r5au[c] +  (1) ribflv[c],Cofactor and Prosthetic Group Biosynthesis,-36.36366865,10.4302637
2114,ribokinase,2.7.1.15, (-1) atp[c] +  (-1) rib-DASH-D[c] <=>  (1) adp[c] +  (1) r5p[c],Alternate Carbon Metabolism,-26.18430125,2.37489586
2115,L-ribulokinase (L-ribulose),2.7.1.16, (-1) atp[c] +  (-1) rbl-DASH-L[c] <=>  (1) adp[c] +  (1) ru5p-DASH-L[c],Alternate Carbon Metabolism,-27.72094414,2.471802142
2116,L-ribulose-phosphate 4-epimerase,5.1.3.4, (-1) ru5p-DASH-L[c] <=>  (1) xu5p-DASH-D[c],Alternate Carbon Metabolism,0,0
2117,rhamnosyltransferase I (LPS core biosynthesis),unknown, (-1) dtdprmn[c] +  (-1) kphphhlipa[c] <=>  (1) dtdp[c] +  (1) icolipa[c],Lipopolysaccharide Biosynthesis / Recycling,-16.64418369,2.635452142
2118,S-ribosylhomocysteine cleavage enzyme,unknown, (-1) rhcys[c] <=>  (1) dhptd[c] +  (1) hcys-DASH-L[c],Methionine Metabolism,-12.24574602,4.744983943
2119,D-ribose transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) rib-DASH-D[p] <=>  (1) adp[c] +  (1) pi[c] +  (1) rib-DASH-D[c],"Transport, Inner Membrane",-29.4361481,1.459542669
2120,ribose transport via diffusion (extracellular to periplasm),unknown, (-1) rib-DASH-D[e] <=>  (1) rib-DASH-D[p],"Transport, Outer Membrane Porin",0,0
2121,L-rhamnose isomerase,5.3.1.14, (-1) rmn[c] <=>  (1) rml[c],Alternate Carbon Metabolism,0.143073036,2.098786274
2122,rhamnulokinase,2.7.1.5, (-1) atp[c] +  (-1) rml[c] <=>  (1) adp[c] +  (1) rml1p[c],Alternate Carbon Metabolism,-17.50902852,3.356754323
2123,L-rhamnose transport via diffusion (extracellular to periplasm),unknown, (-1) rmn[e] <=>  (1) rmn[p],"Transport, Outer Membrane Porin",0,0
2124,L-rhamnose transport via proton symport (periplasm),unknown, (-1) rmn[p] <=>  (1) rmn[c],"Transport, Inner Membrane",0,0
2125,Rhamnulose-1-phosphate aldolase,4.1.2.19, (-1) rml1p[c] <=>  (1) dhap[c] +  (1) lald-DASH-L[c],Alternate Carbon Metabolism,19.80394965,3.635204461
2126,ribonucleoside-diphosphate reductase (ADP),1.17.4.1, (-1) adp[c] +  (-1) trdrd[c] <=>  (1) dadp[c] +  (1) h2o[c] +  (1) trdox[c],Nucleotide Salvage Pathway,-50.21963122,3.675067042
2127,ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),unknown, (-1) adp[c] +  (-1) grxrd[c] <=>  (1) dadp[c] +  (1) grxox[c] +  (1) h2o[c],Nucleotide Salvage Pathway,-94.58467522,7.005674998
2128,ribonucleoside-diphosphate reductase (GDP),1.17.4.1, (-1) gdp[c] +  (-1) trdrd[c] <=>  (1) dgdp[c] +  (1) h2o[c] +  (1) trdox[c],Nucleotide Salvage Pathway,-46.93600192,3.400314897
2129,ribonucleoside-diphosphate reductase (GDP) (glutaredoxin),unknown, (-1) gdp[c] +  (-1) grxrd[c] <=>  (1) dgdp[c] +  (1) grxox[c] +  (1) h2o[c],Nucleotide Salvage Pathway,-91.30104592,6.791277817
2130,ribonucleoside-diphosphate reductase (CDP),1.17.4.1, (-1) cdp[c] +  (-1) trdrd[c] <=>  (1) dcdp[c] +  (1) h2o[c] +  (1) trdox[c],Nucleotide Salvage Pathway,-45.50879758,3.274798229
2131,ribonucleoside-diphosphate reductase (CDP) (glutaredoxin),unknown, (-1) cdp[c] +  (-1) grxrd[c] <=>  (1) dcdp[c] +  (1) grxox[c] +  (1) h2o[c],Nucleotide Salvage Pathway,-89.87384158,6.801217949
2132,ribonucleoside-diphosphate reductase (UDP),1.17.4.1, (-1) trdrd[c] +  (-1) udp[c] <=>  (1) dudp[c] +  (1) h2o[c] +  (1) trdox[c],Nucleotide Salvage Pathway,-8.602831306,5.743643715
2133,ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),unknown, (-1) grxrd[c] +  (-1) udp[c] <=>  (1) dudp[c] +  (1) grxox[c] +  (1) h2o[c],Nucleotide Salvage Pathway,-52.96787531,8.126464806
2134,ribonucleoside-triphosphate reductase (ATP) (flavodoxin),unknown, (-1) atp[c] +  (-1) fldrd[c] <=>  (1) datp[c] +  (1) fldox[c] +  (1) h2o[c],Nucleotide Salvage Pathway,0,1000000
2135,ribonucleoside-triphosphate reductase (GTP) (flavodoxin),unknown, (-1) fldrd[c] +  (-1) gtp[c] <=>  (1) dgtp[c] +  (1) fldox[c] +  (1) h2o[c],Nucleotide Salvage Pathway,0,1000000
2136,ribonucleoside-triphosphate reductase (CTP) (flavodoxin),unknown, (-1) ctp[c] +  (-1) fldrd[c] <=>  (1) dctp[c] +  (1) fldox[c] +  (1) h2o[c],Nucleotide Salvage Pathway,0,1000000
2137,ribonucleoside-triphosphate reductase (UTP) (flavodoxin),unknown, (-1) fldrd[c] +  (-1) utp[c] <=>  (1) dutp[c] +  (1) fldox[c] +  (1) h2o[c],Nucleotide Salvage Pathway,0,1000000
2138,ribulose 5-phosphate 3-epimerase,5.1.3.1, (-1) ru5p-DASH-D[c] <=>  (1) xu5p-DASH-D[c],Pentose Phosphate Pathway,0,0
2139,ribose-5-phosphate isomerase,5.3.1.6, (-1) r5p[c] <=>  (1) ru5p-DASH-D[c],Pentose Phosphate Pathway,1.926916641,1.014612714
2140,alpha-ribazole 5-phosphate phosphatase,unknown, (-1) 5prdmbz[c] +  (-1) h2o[c] <=>  (1) pi[c] +  (1) rdmbzi[c],Cofactor and Prosthetic Group Biosynthesis,-11.54396206,1.481854052
2141,sedoheptulose 7-phosphate isomerase,unknown, (-1) s7p[c] <=>  (1) gmhep7p[c],Lipopolysaccharide Biosynthesis / Recycling,-2.39344121,2.674986669
2142,Succinylarginine dihydrolase,2.6.1.69, (-2) h2o[c] +  (-1) sucarg[c] <=>  (1) co2[c] +  (2) nh4[c] +  (1) sucorn[c],Arginine and Proline Metabolism,-6.428033972,6.759813644
2143,Sulfate adenyltransferase,unknown, (-1) atp[c] +  (-1) gtp[c] +  (-1) h2o[c] +  (-1) so4[c] <=>  (1) aps[c] +  (1) gdp[c] +  (1) pi[c] +  (1) ppi[c],Cysteine Metabolism,25.31962313,3.010333219
2144,sarcosine oxidase,1.5.3.1, (-1) h2o[c] +  (-1) o2[c] +  (-1) sarcs[c] <=>  (1) fald[c] +  (1) gly[c] +  (1) h2o2[c],Glycine and Serine Metabolism,-76.87095823,6.226196094
2145,sorbitol-6-phosphate dehydrogenase,1.1.1.140, (-1) nad[c] +  (-1) sbt6p[c] <=>  (1) f6p[c] +  (1) nadh[c],Alternate Carbon Metabolism,7.566908159,1.915655158
2146,D-sorbitol transport via PEP:Pyr PTS (periplasm),unknown, (-1) pep[c] +  (-1) sbt-DASH-D[p] <=>  (1) pyr[c] +  (1) sbt6p[c],"Transport, Inner Membrane",-41.52551763,3.311779954
2147,D-sorbitol transport via diffusion (extracellular to periplasm),unknown, (-1) sbt-DASH-D[e] <=>  (1) sbt-DASH-D[p],"Transport, Outer Membrane Porin",0,0
2148,succinyl-diaminopimelate desuccinylase,3.5.1.18, (-1) h2o[c] +  (-1) sl26da[c] <=>  (1) 26dap-DASH-LL[c] +  (1) succ[c],Threonine and Lysine Metabolism,-4.681768132,3.975368526
2149,succinyldiaminopimelate transaminase,2.6.1.17, (-1) akg[c] +  (-1) sl26da[c] <=>  (1) glu-DASH-L[c] +  (1) sl2a6o[c],Threonine and Lysine Metabolism,-0.909772741,3.635204461
2150,selenocysteine synthase,2.9.1.1, (-1) selnp[c] +  (-1) sertrna-LPAREN-sec-RPAREN-[c] <=>  (1) pi[c] +  (1) sectrna[c],tRNA Charging,0,1000000
2151,Selenophosphate synthase,2.7.9.3, (-1) atp[c] +  (-1) h2o[c] +  (-1) seln[c] <=>  (1) amp[c] +  (1) pi[c] +  (1) selnp[c],Unassigned,0,1000000
2152,(L-seryl)adenylate synthase,unknown, (-1) atp[c] +  (-1) ser-DASH-L[c] <=>  (1) ppi[c] +  (1) seramp[c],Cofactor and Prosthetic Group Biosynthesis,-50.9907495,6.101847709
2153,serine O-acetyltransferase,2.3.1.30, (-1) accoa[c] +  (-1) ser-DASH-L[c] <=>  (1) acser[c] +  (1) coa[c],Cysteine Metabolism,-6.79678654,3.635204461
2154,D-serine deaminase,unknown, (-1) ser-DASH-D[c] <=>  (1) nh4[c] +  (1) pyr[c],Glycine and Serine Metabolism,-29.82032479,1.506965911
2155,L-serine deaminase,4.3.1.17, (-1) ser-DASH-L[c] <=>  (1) nh4[c] +  (1) pyr[c],Glycine and Serine Metabolism,-29.82032479,1.506965911
2156,Seryl-tRNA synthetase,6.1.1.11, (-1) atp[c] +  (-1) ser-DASH-L[c] +  (-1) trnaser[c] <=>  (1) amp[c] +  (1) ppi[c] +  (1) sertrna[c],tRNA Charging,-62.57780134,3.317453129
2157,Seryl-tRNA synthetase (selenocystein),6.1.1.11, (-1) atp[c] +  (-1) ser-DASH-L[c] +  (-1) trnasecys[c] <=>  (1) amp[c] +  (1) ppi[c] +  (1) sertrna-LPAREN-sec-RPAREN-[c],tRNA Charging,-62.57780134,3.317453129
2158,L-serine reversible transport via proton symport (periplasm),unknown, (-1) ser-DASH-L[p] <=>  (1) ser-DASH-L[c],"Transport, Inner Membrane",0,0
2159,L-serine via sodium symport (periplasm),unknown, (-1) na1[p] +  (-1) ser-DASH-L[p] <=>  (1) na1[c] +  (1) ser-DASH-L[c],"Transport, Inner Membrane",0,0
2160,L-serine transport via diffusion (extracellular to periplasm),unknown, (-1) ser-DASH-L[e] <=>  (1) ser-DASH-L[p],"Transport, Outer Membrane Porin",0,0
2161,S-Formylglutathione hydralase,3.1.2.12, (-1) Sfglutth[c] +  (-1) h2o[c] <=>  (1) for[c] +  (1) gthrd[c],Cofactor and Prosthetic Group Biosynthesis,-23.21538552,2.901894046
2162,Succinylglutamate desuccinylase,unknown, (-1) h2o[c] +  (-1) sucglu[c] <=>  (1) glu-DASH-L[c] +  (1) succ[c],Arginine and Proline Metabolism,-14.9906563,3.965748952
2163,Succinylglutamic semialdehyde dehydrogenase,unknown, (-1) h2o[c] +  (-1) nad[c] +  (-1) sucgsa[c] <=>  (1) nadh[c] +  (1) sucglu[c],Arginine and Proline Metabolism,-47.91006374,1.574833329
2164," 2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase",unknown, (-1) ichor[c] +  (-1) ssaltpp[c] <=>  (1) 2shchc[c] +  (1) pyr[c] +  (1) thmpp[c],Cofactor and Prosthetic Group Biosynthesis,-141.1935961,3.393303294
2165,sirohydrochlorin dehydrogenase (NAD),unknown, (-1) dscl[c] +  (-1) nad[c] <=>  (1) nadh[c] +  (1) scl[c],Cofactor and Prosthetic Group Biosynthesis,0,1000000
2166,sirohydrochlorin ferrochetalase,unknown, (-1) fe2[c] +  (-1) scl[c] <=>  (1) sheme[c],Cofactor and Prosthetic Group Biosynthesis,0,1000000
2167,shikimate dehydrogenase,1.1.1.25, (-1) 3dhsk[c] +  (-1) nadph[c] <=>  (1) nadp[c] +  (1) skm[c],"Tyrosine, Tryptophan, and Phenylalanine Metabolism",-29.70656633,3.412523001
2168,shikimate kinase,2.7.1.71, (-1) atp[c] +  (-1) skm[c] <=>  (1) adp[c] +  (1) skm5p[c],"Tyrosine, Tryptophan, and Phenylalanine Metabolism",-12.38475743,1.916920398
2169,O-succinylhomoserine lyase (L-cysteine),4.2.99.9, (-1) cys-DASH-L[c] +  (-1) suchms[c] <=>  (1) cyst-DASH-L[c] +  (1) succ[c],Methionine Metabolism,-40.37545782,9.735271523
2170,shikimate transport in via proton symport (periplasm),unknown, (-1) skm[p] <=>  (1) skm[c],"Transport, Inner Membrane",0,0
2171,shikimate transport via diffusion (extracellular to periplasm),unknown, (-1) skm[e] <=>  (1) skm[p],"Transport, Outer Membrane Porin",0,0
2172,SO2 transport via diffusion (extracellular to periplasm),unknown, (-1) so2[e] <=>  (1) so2[p],"Transport, Outer Membrane Porin",0,0
2173,SO2 transport via diffusion (periplasm),unknown, (-1) so2[p] <=>  (1) so2[c],Inorganic Ion Transport and Metabolism,0,0
2174,sulfite transport via diffusion (extracellular to periplasm),unknown, (-1) so3[e] <=>  (1) so3[p],"Transport, Outer Membrane Porin",0,0
2175,sulfate transport via diffusion (extracellular to periplasm),unknown, (-1) so4[e] <=>  (1) so4[p],"Transport, Outer Membrane Porin",0,0
2176,Succinylornithine transaminase,unknown, (-1) akg[c] +  (-1) sucorn[c] <=>  (1) glu-DASH-L[c] +  (1) sucgsa[c],Arginine and Proline Metabolism,3.874541437,1.039554149
2177,Spermidine acetyltransferase,2.3.1.57, (-1) accoa[c] +  (-1) spmd[c] <=>  (1) N1aspmd[c] +  (1) coa[c],Arginine and Proline Metabolism,-23.92038285,1.448098427
2178,Spermidine acetyltransferase (N8),2.3.1.57, (-1) accoa[c] +  (-1) spmd[c] <=>  (1) coa[c] +  (1) n8aspmd[c],Arginine and Proline Metabolism,-23.98208987,1.448098427
2179,spermidine transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) spmd[p] <=>  (1) adp[c] +  (1) pi[c] +  (1) spmd[c],"Transport, Inner Membrane",-29.4361481,1.459542669
2180,spermidine transport via diffusion (extracellular to periplasm),unknown, (-1) spmd[e] <=>  (1) spmd[p],"Transport, Outer Membrane Porin",0,0
2181,spermidine synthase,2.5.1.16, (-1) ametam[c] +  (-1) ptrc[c] <=>  (1) 5mta[c] +  (1) spmd[c],Arginine and Proline Metabolism,0,1000000
2182,superoxide dismutase,1.15.1.1, (-2) o2s[c] <=>  (1) h2o2[c] +  (1) o2[c],Unassigned,0,1000000
2183,superoxide dismutase,1.15.1.1, (-2) o2s[p] <=>  (1) h2o2[p] +  (1) o2[p],Unassigned,0,1000000
2184,succinate-semialdehyde dehydrogenase (NAD),1.2.1.24, (-1) h2o[c] +  (-1) nad[c] +  (-1) sucsal[c] <=>  (1) nadh[c] +  (1) succ[c],Arginine and Proline Metabolism,-45.15618374,3.116823126
2185,succinate-semialdehyde dehydrogenase (NADP),1.2.1.16, (-1) h2o[c] +  (-1) nadp[c] +  (-1) sucsal[c] <=>  (1) nadph[c] +  (1) succ[c],Arginine and Proline Metabolism,-47.16518579,3.116823126
2186,o-succinylbenzoate-CoA ligase,6.2.1.26, (-1) atp[c] +  (-1) coa[c] +  (-1) sucbz[c] <=>  (1) amp[c] +  (1) ppi[c] +  (1) sbzcoa[c],Cofactor and Prosthetic Group Biosynthesis,-11.98459048,1.844761576
2187,O-succinylbenzoate-CoA synthase,unknown, (-1) 2shchc[c] <=>  (1) h2o[c] +  (1) sucbz[c],Cofactor and Prosthetic Group Biosynthesis,-156.9097991,9.540266731
2188,succinate transport via proton symport (2 H) (periplasm),unknown, (-1) succ[p] <=>  (1) succ[c],"Transport, Inner Membrane",0,0
2189,Succintate transport via proton symport (3 H) (periplasm),unknown, (-1) succ[p] <=>  (1) succ[c],"Transport, Inner Membrane",0,0
2190,succinate transport out via proton antiport (periplasm),unknown, (-1) succ[c] <=>  (1) succ[p],"Transport, Inner Membrane",0,0
2191,succinate transport via diffusion (extracellular to periplasm),unknown, (-1) succ[e] <=>  (1) succ[p],"Transport, Outer Membrane Porin",0,0
2192,succinate dehydrogenase (irreversible),1.3.99.1, (-1) q8[c] +  (-1) succ[c] <=>  (1) fum[c] +  (1) q8h2[c],Oxidative Phosphorylation,-24.70044989,2.575213381
2193,succinate:fumarate antiporter (periplasm),unknown, (-1) fum[p] +  (-1) succ[c] <=>  (1) fum[c] +  (1) succ[p],"Transport, Inner Membrane",0,0
2194,succinyl-CoA synthetase (ADP-forming),6.2.1.5, (-1) atp[c] +  (-1) coa[c] +  (-1) succ[c] <=>  (1) adp[c] +  (1) pi[c] +  (1) succoa[c],Citric Acid Cycle,-4.634188675,2.081728289
2195,sucrose transport transport via diffusion (extracellular to periplasm),unknown, (-1) sucr[e] <=>  (1) sucr[p],"Transport, Outer Membrane Porin",0,0
2196,sucrose transport via PEP:Pyr  (periplasm),unknown, (-1) pep[c] +  (-1) sucr[p] <=>  (1) pyr[c] +  (1) suc6p[c],"Transport, Inner Membrane",-40.57971053,3.471796163
2197,sulfoacetate transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) sulfac[p] <=>  (1) adp[c] +  (1) pi[c] +  (1) sulfac[c],"Transport, Inner Membrane",-29.4361481,1.459542669
2198,sulfoaceate transport via diffusion (extracellular to periplasm),unknown, (-1) sulfac[e] <=>  (1) sulfac[p],"Transport, Outer Membrane Porin",0,0
2199,sulfite reductase (NADPH2),1.8.2.2, (-3) nadph[c] +  (-1) so3[c] <=>  (3) h2o[c] +  (1) h2s[c] +  (3) nadp[c],Cysteine Metabolism,-102.888227,4.472135955
2200,sulfate transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) so4[p] <=>  (1) adp[c] +  (1) pi[c] +  (1) so4[c],Inorganic Ion Transport and Metabolism,-29.4361481,1.459542669
2201,trans-2-decenoyl-ACP isomerase,unknown, (-1) tdec2eACP[c] <=>  (1) cdec3eACP[c],Cell Envelope Biosynthesis,0,0
2202,tagaturonate reductase,1.1.1.58, (-1) altrn[c] +  (-1) nad[c] <=>  (1) nadh[c] +  (1) tagur[c],Alternate Carbon Metabolism,21.70091779,4.142583286
2203,transaldolase,2.2.1.2, (-1) g3p[c] +  (-1) s7p[c] <=>  (1) e4p[c] +  (1) f6p[c],Pentose Phosphate Pathway,-1.072682582,1.746473502
2204,L(+)-tartrate dehydratase,4.2.1.32, (-1) tartr-DASH-L[c] <=>  (1) h2o[c] +  (1) oaa[c],Alternate Carbon Metabolism,-30.34317733,2.802744338
2205,Tartrate/succinate antiporter (periplasm),unknown, (-1) succ[c] +  (-1) tartr-DASH-L[p] <=>  (1) succ[p] +  (1) tartr-DASH-L[c],"Transport, Inner Membrane",0,0
2206,Tartrate transport via diffusion (extracellular to periplasm),unknown, (-1) tartr-DASH-L[e] <=>  (1) tartr-DASH-L[p],"Transport, Outer Membrane Porin",0,0
2207,Taurine dioxygenase,1.14.11.17, (-1) akg[c] +  (-1) o2[c] +  (-1) taur[c] <=>  (1) aacald[c] +  (1) co2[c] +  (1) so3[c] +  (1) succ[c],Alternate Carbon Metabolism,0,1000000
2208,taurine transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) taur[p] <=>  (1) adp[c] +  (1) pi[c] +  (1) taur[c],"Transport, Inner Membrane",-29.4361481,1.459542669
2209,taurine transport via diffusion (extracellular to periplasm),unknown, (-1) taur[e] <=>  (1) taur[p],"Transport, Outer Membrane Porin",0,0
2210,Thiocyanate transport via diffusion (extracellular to periplasm),unknown, (-1) tcynt[e] <=>  (1) tcynt[p],"Transport, Outer Membrane Porin",0,0
2211,tetradecenoyl-coa cis-trans isomerization,5.3.3.8, (-1) tdecoa[c] <=>  (1) td2coa[c],Membrane Lipid Metabolism,0,0
2212,thiamin pyrophosphatase,3.6.1.15, (-1) h2o[c] +  (-1) thmpp[c] <=>  (1) pi[c] +  (1) thmmp[c],Cofactor and Prosthetic Group Biosynthesis,-30.96582453,2.375324026
2213,"dTDP-4-amino-4,6-dideoxy-D-glucose acetyltransferase",unknown, (-1) accoa[c] +  (-1) dtdp4addg[c] <=>  (1) coa[c] +  (1) dtdp4aaddg[c],Cell Envelope Biosynthesis,-19.43568888,2.502903106
2214,"dTDP-4-amino-4,6-dideoxy-D-glucose transaminase",2.6.1.33, (-1) dtdp4d6dg[c] +  (-1) glu-DASH-L[c] <=>  (1) akg[c] +  (1) dtdp4addg[c],Cell Envelope Biosynthesis,1.85590979,3.635204461
2215,"dTDP-4-dehydrorhamnose 3,5-epimerase",5.1.3.13, (-1) dtdp4d6dg[c] <=>  (1) dtdp4d6dm[c],Cell Envelope Biosynthesis,0,0
2216,dTDP-4-dehydrorhamnose reductase,1.1.1.133, (-1) dtdp4d6dm[c] +  (-1) nadph[c] <=>  (1) dtdprmn[c] +  (1) nadp[c],Cell Envelope Biosynthesis,-14.44180914,2.270673486
2217,"dTDPglucose 4,6-dehydratase",4.2.1.46, (-1) dtdpglu[c] <=>  (1) dtdp4d6dg[c] +  (1) h2o[c],Cell Envelope Biosynthesis,-46.71277837,3.212986945
2218,Tetraacyldisaccharide 4'kinase,2.7.1.130, (-1) atp[c] +  (-1) lipidAds[c] <=>  (1) adp[c] +  (1) lipidA[c],Lipopolysaccharide Biosynthesis / Recycling,-16.64544509,1.109822909
2219,thiol:disulfide reductase (DsbC),unknown, (-1) dsbcox[p] +  (-1) dsbdrd[c] <=>  (1) dsbcrd[p] +  (1) dsbdox[c],"Transport, Inner Membrane",0,1000000
2220,thiol:disulfide reductase (DsbG),unknown, (-1) dsbdrd[c] +  (-1) dsbgox[p] <=>  (1) dsbdox[c] +  (1) dsbgrd[p],"Transport, Inner Membrane",0,1000000
2221,Tagatose-bisphosphate aldolase,4.1.2.40, (-1) tagdp-DASH-D[c] <=>  (1) dhap[c] +  (1) g3p[c],Alternate Carbon Metabolism,25.71227131,0.815082918
2222,NAD(P) transhydrogenase (periplasm),1.6.1.1, (-1) nadh[c] +  (-1) nadp[c] <=>  (1) nad[c] +  (1) nadph[c],Oxidative Phosphorylation,-2.009002047,1.414213562
2223,tetrahydrodipicolinate succinylase,2.3.1.117, (-1) h2o[c] +  (-1) succoa[c] +  (-1) thdp[c] <=>  (1) coa[c] +  (1) sl2a6o[c],Threonine and Lysine Metabolism,26.62108229,7.705253196
2224,hydrogen peroxide reductase (thioredoxin),unknown, (-1) h2o2[c] +  (-1) trdrd[c] <=>  (2) h2o[c] +  (1) trdox[c],Unassigned,-312.5721713,2.449489743
2225,thymidine transport in via proton symport (periplasm),unknown, (-1) thymd[p] <=>  (1) thymd[c],"Transport, Inner Membrane",0,0
2226,"thymidine transport in via proton symport, reversible (periplasm)",unknown, (-1) thymd[p] <=>  (1) thymd[c],"Transport, Inner Membrane",0,0
2227,thymidine transport via diffusion (extracellular to periplasm),unknown, (-1) thymd[e] <=>  (1) thymd[p],"Transport, Outer Membrane Porin",0,0
2228,thiamine transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) thm[p] <=>  (1) adp[c] +  (1) pi[c] +  (1) thm[c],"Transport, Inner Membrane",-29.4361481,1.459542669
2229,Thiamine transport via diffusion (extracellular to periplasm),unknown, (-1) thm[e] <=>  (1) thm[p],"Transport, Outer Membrane Porin",0,0
2230,L-allo-Threonine Aldolase,4.1.2.5, (-1) athr-DASH-L[c] <=>  (1) acald[c] +  (1) gly[c],Threonine and Lysine Metabolism,11.84451339,2.721218394
2231,Threonine aldolase,4.1.2.5, (-1) thr-DASH-L[c] <=>  (1) acald[c] +  (1) gly[c],Threonine and Lysine Metabolism,11.84451339,2.721218394
2232,L-threonine dehydrogenase,1.1.1.103, (-1) nad[c] +  (-1) thr-DASH-L[c] <=>  (1) 2aobut[c] +  (1) nadh[c],Glycine and Serine Metabolism,26.76458625,3.113120509
2233,L-threonine deaminase,unknown, (-1) thr-DASH-L[c] <=>  (1) 2obut[c] +  (1) nh4[c],"Valine, Leucine, and Isoleucine Metabolism",-21.03361792,5.101435567
2234,phospho-L-threonine transport via diffusion (extracellular to periplasm),unknown, (-1) thrp[e] <=>  (1) thrp[p],"Transport, Outer Membrane Porin",0,0
2235,threonine synthase,4.2.3.1, (-1) h2o[c] +  (-1) phom[c] <=>  (1) pi[c] +  (1) thr-DASH-L[c],Threonine and Lysine Metabolism,-26.40508984,3.20924544
2236,Threonyl-tRNA synthetase,6.1.1.3, (-1) atp[c] +  (-1) thr-DASH-L[c] +  (-1) trnathr[c] <=>  (1) amp[c] +  (1) ppi[c] +  (1) thrtrna[c],tRNA Charging,-55.91907162,4.163154134
2237,L-threonine transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) thr-DASH-L[p] <=>  (1) adp[c] +  (1) pi[c] +  (1) thr-DASH-L[c],"Transport, Inner Membrane",-29.4361481,1.459542669
2238,L-threonine efflux transport via proton antiport (periplasm),unknown, (-1) thr-DASH-L[c] <=>  (1) thr-DASH-L[p],"Transport, Inner Membrane",0,0
2239,L-threonine reversible transport via proton symport (periplasm),unknown, (-1) thr-DASH-L[p] <=>  (1) thr-DASH-L[c],"Transport, Inner Membrane",0,0
2240,L-threonine  via sodium symport (periplasm),unknown, (-1) na1[p] +  (-1) thr-DASH-L[p] <=>  (1) na1[c] +  (1) thr-DASH-L[c],"Transport, Inner Membrane",0,0
2241,L-threonine transport via diffusion (extracellular to periplasm),unknown, (-1) thr-DASH-L[e] <=>  (1) thr-DASH-L[p],"Transport, Outer Membrane Porin",0,0
2242,thymine transport out via proton antiport (periplasm),unknown, (-1) thym[c] <=>  (1) thym[p],"Transport, Inner Membrane",0,0
2243,thymine transport via diffusion (extracellular to periplasm),unknown, (-1) thym[e] <=>  (1) thym[p],"Transport, Outer Membrane Porin",0,0
2244,thiazole phosphate synthesis,unknown, (-1) atp[c] +  (-1) cys-DASH-L[c] +  (-1) dxyl5p[c] +  (-1) tyr-DASH-L[c] <=>  (1) 4hba[c] +  (1) 4mpetz[c] +  (1) ala-DASH-L[c] +  (1) amp[c] +  (1) co2[c] +  (1) h2o[c] +  (1) ppi[c],Cofactor and Prosthetic Group Biosynthesis,0,1000000
2245,transketolase,2.2.1.1, (-1) r5p[c] +  (-1) xu5p-DASH-D[c] <=>  (1) g3p[c] +  (1) s7p[c],Pentose Phosphate Pathway,-9.180010961,2.442300573
2246,transketolase,2.2.1.1, (-1) e4p[c] +  (-1) xu5p-DASH-D[c] <=>  (1) f6p[c] +  (1) g3p[c],Pentose Phosphate Pathway,-15.14003748,2.442300573
2247,Trimethylamine N-oxide reductase (menaquinol 8),unknown, (-1) mql8[c] +  (-1) tmao[c] <=>  (1) h2o[c] +  (1) mqn8[c] +  (1) tma[c],Oxidative Phosphorylation,-120.8686685,1.732050808
2248,Trimethylamine N-oxide reductase (menaquinol 8) (periplasm),unknown, (-1) mql8[c] +  (-1) tmao[p] <=>  (1) h2o[p] +  (1) mqn8[c] +  (1) tma[p],Oxidative Phosphorylation,-120.8686685,1.732050808
2249,Trimethylamine N-oxide reductase (demethylmenaquinol 8),unknown, (-1) 2dmmql8[c] +  (-1) tmao[c] <=>  (1) 2dmmq8[c] +  (1) h2o[c] +  (1) tma[c],Oxidative Phosphorylation,-120.8686685,1.732050808
2250,Trimethylamine N-oxide reductase (demethylmenaquinol 8) (periplasm),unknown, (-1) 2dmmql8[c] +  (-1) tmao[p] <=>  (1) 2dmmq8[c] +  (1) h2o[p] +  (1) tma[p],Oxidative Phosphorylation,-120.8686685,1.732050808
